id,created_at,text
525285625533308928,2014-10-23 14:00:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QHY5b5tWrs
525278076465606657,2014-10-23 13:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/1skyuRCtye
525270525904695296,2014-10-23 13:00:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/kN2AftvbXU
525262951897653248,2014-10-23 12:30:21,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/GPb4aYCsJR
525255443573374977,2014-10-23 12:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Ic31JrHfAt
525247852914958336,2014-10-23 11:30:21,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/e7OEwiPUeP
525240341176528897,2014-10-23 11:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/FtghDci0z6
525232743891075072,2014-10-23 10:30:19,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/FcV0K5hGKg
525036491505168384,2014-10-22 21:30:28,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/nIAuSIi0vv
525028966693109760,2014-10-22 21:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/zLu5LW7E9q
525021374352748544,2014-10-22 20:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/P3U2LbJLm9
525013980193259520,2014-10-22 20:01:01,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/FT3Mkwk3oB
525006287747448832,2014-10-22 19:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/laQos6pNIs
524998764675989505,2014-10-22 19:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/qJHXqUjjnG
524991188106235904,2014-10-22 18:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Gl2np4uBEv
524983795024683008,2014-10-22 18:01:05,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/8YDhmXpFk5
524976081976434688,2014-10-22 17:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/KVgo9Wun0Y
524968586587426816,2014-10-22 17:00:39,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QEzkjWwFVx
524960987058016256,2014-10-22 16:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/jP2t9owMr1
524953460278837248,2014-10-22 16:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/TkQfXF0LLB
524945874838118400,2014-10-22 15:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/yRJ76Na8zg
524938409052504065,2014-10-22 15:00:44,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/cyK0qrCqQH
524930797779025920,2014-10-22 14:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/0C9dNNajLS
524923260493123584,2014-10-22 14:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/PqOEmVzP69
524915696061665280,2014-10-22 13:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/0iAI2sW8RS
524908148990431232,2014-10-22 13:00:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/b24Nn89VIQ
524900580406624256,2014-10-22 12:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/rodxGHA2bu
524893103342493696,2014-10-22 12:00:42,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/g1V5w0Rolm
524885499392294912,2014-10-22 11:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/xrHmKRz7kW
524877981265981440,2014-10-22 11:00:37,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/6aB2oHkSe0
524870370709757952,2014-10-22 10:30:22,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/woHZKAJAMN
524862893851160576,2014-10-22 10:00:40,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/IJD8krsGxg
524855299333963776,2014-10-22 09:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/DWPQqxYyqu
524847776640040960,2014-10-22 09:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/WWbwCgyNHQ
524840188728860672,2014-10-22 08:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/VEz7mAg6Wm
524832661484089344,2014-10-22 08:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/eTCWFf3ptI
524825083270160384,2014-10-22 07:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/dsrW5YGwp1
524817579987451904,2014-10-22 07:00:36,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/MyYe6EohSf
524809979136851968,2014-10-22 06:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/yfsrJcDnke
524802463598395392,2014-10-22 06:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/MjlJVKkDTD
524794907467468800,2014-10-22 05:30:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/uuSEdXYC2o
524787365647511552,2014-10-22 05:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/kAE4xRHPgF
524779785806163968,2014-10-22 04:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/076JYFeATt
524772283911782400,2014-10-22 04:00:36,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Qg6BbOEdXm
524764681320558592,2014-10-22 03:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Wlxvbxlh94
524757165610139648,2014-10-22 03:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/xiderD5Osn
524749592148320256,2014-10-22 02:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/UYIotyZGIR
524742213524533249,2014-10-22 02:01:07,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/o3mFA5TPkH
524734490942656512,2014-10-22 01:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/0rhrqFzDbC
524726991313174528,2014-10-22 01:00:38,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/c9BlNhzxaV
524719404161183744,2014-10-22 00:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/VX15D9vgvA
524711920147136513,2014-10-22 00:00:45,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Qpv6jS0Ayw
524704291232428032,2014-10-21 23:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/hyWiqZRr8q
524696956720144384,2014-10-21 23:01:17,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/tMFeDjPBfR
524689195387076608,2014-10-21 22:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/DsLpgkTsDM
524681677218787328,2014-10-21 22:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/jU4NLEDmBB
524674095477432320,2014-10-21 21:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/XOJRKgkuCA
524666573714636800,2014-10-21 21:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/lGtQsob7XY
524658984817799168,2014-10-21 20:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/0FdVHunlR8
524651581904809985,2014-10-21 20:00:59,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/E6aU91KBtv
524643880344756224,2014-10-21 19:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/8O2Km2NjQq
524636356652568576,2014-10-21 19:00:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/iYJ1X0AUfV
524628787703853056,2014-10-21 18:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/eZOapNq6sS
524621398418145281,2014-10-21 18:01:03,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/M4f77JDPZK
524613685739028481,2014-10-21 17:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/q9TaPxrsMw
524606161136676864,2014-10-21 17:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Z4lj5VrBpd
524598588408868864,2014-10-21 16:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/LKaqeTpbdi
524591073667350528,2014-10-21 16:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/4naPor709B
524583483768070144,2014-10-21 15:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/dbINwAwp5A
524575959694200832,2014-10-21 15:00:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/56Zt078xyX
524568389088714753,2014-10-21 14:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/H68xCaNYXQ
524560865681764352,2014-10-21 14:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/OTBiMbKTMW
524553295244062721,2014-10-21 13:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/zuUFP9TpmF
524545764010496000,2014-10-21 13:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/1r1pAvfmEP
524538191412731905,2014-10-21 12:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/5EVmkpxyuv
524530686783680512,2014-10-21 12:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/3kCJ4qqjGz
524523091796709378,2014-10-21 11:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/EDiEtEdzSx
524515572084924417,2014-10-21 11:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Viwv0EEhSx
524507999562661889,2014-10-21 10:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/xmoMRe4emQ
524500483248230404,2014-10-21 10:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/7YRoi4geO7
524492902270238720,2014-10-21 09:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/sfMvBSCe3s
524485374387949569,2014-10-21 09:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QkBztYSvo0
524477803539222528,2014-10-21 08:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/se1J3MxL7N
524470270892187649,2014-10-21 08:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/cVvsaVO1q7
524462693806522368,2014-10-21 07:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QVIeAAav2Y
524455206751588352,2014-10-21 07:00:39,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/WcNZRVsPLj
524447595381669888,2014-10-21 06:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Vq59TCYmBx
524440109979275266,2014-10-21 06:00:40,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/MGqribAiFB
524432515785031680,2014-10-21 05:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/sJ4WhZb2q2
524424984476000257,2014-10-21 05:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/NKhfIvQGyO
524417405603577858,2014-10-21 04:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/BcLXJMtJ13
524409909379878912,2014-10-21 04:00:40,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/L08VFkW8Ri
524402288899928067,2014-10-21 03:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/mQKJonAlJT
524394803011018752,2014-10-21 03:00:38,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/MMOMwWolZP
524387212428058624,2014-10-21 02:30:28,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/SsBVe0vnQt
524379818918694912,2014-10-21 02:01:05,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/hcXv0RdDWl
524372107762077696,2014-10-21 01:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/tKNbHL8c4G
524364609109889024,2014-10-21 01:00:39,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/YnD3fXUm6Z
524356999728082944,2014-10-21 00:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/5ADKHpSM7m
524349559112478721,2014-10-21 00:00:51,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/w4p8SAyE65
524341916826341376,2014-10-20 23:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/z0doZpwy2u
524334598701195264,2014-10-20 23:01:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/jEndyXYYgE
524326806229626881,2014-10-20 22:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/HvcQIrnkvq
524319286563586049,2014-10-20 22:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/0yYvyYECYe
524311736988356610,2014-10-20 21:30:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/PD5dwunsEu
524304207952613376,2014-10-20 21:00:38,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/MmGtmMKv2s
524296620129533952,2014-10-20 20:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/y435rM3KNr
524289189894819842,2014-10-20 20:00:58,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/JZvnlZkjid
524281497415852032,2014-10-20 19:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/LETbq5Fubf
524273961958658049,2014-10-20 19:00:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/lkodpfipRb
524266396721872896,2014-10-20 18:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/lOZzgh8cyy
524259029166866432,2014-10-20 18:01:07,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/zQnENsys0i
524251306899558400,2014-10-20 17:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/5p5yrWNXLD
524243785245798400,2014-10-20 17:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/pMiOOtYcHk
524236199318544386,2014-10-20 16:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/XwohNnG36g
524228689677279232,2014-10-20 16:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/1ipndRLnBC
524221104039415808,2014-10-20 15:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/08a7gU8X2Y
524213576912089088,2014-10-20 15:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/TxzGiJLAyd
524206000258441218,2014-10-20 14:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/rpuMv0E6hM
524198478629859328,2014-10-20 14:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/75eRlWgPUW
524190903918166016,2014-10-20 13:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/s9iITKxI9L
524183374848880641,2014-10-20 13:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/YEMS8oF8hV
524175806315388928,2014-10-20 12:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/ZZDJuSjyOm
524168378840539136,2014-10-20 12:00:54,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/g1fwD9fUoT
524160708695851008,2014-10-20 11:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/CWJ3ZE3jsg
524153286426128384,2014-10-20 11:00:56,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/b1l5tsE3js
524145658543239169,2014-10-20 10:30:37,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/IjWgNL7c7b
524138153020751872,2014-10-20 10:00:48,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/CZqVzvsgqx
524130514446602240,2014-10-20 09:30:27,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/NjS4p3P4Ah
524123050791280640,2014-10-20 09:00:47,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/OqwOBSdZb1
524115433675554816,2014-10-20 08:30:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/DhfQtlwLE2
524107885341839360,2014-10-20 08:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/T2gAqe7hsE
524100366410203136,2014-10-20 07:30:39,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/yXgPFcpr9k
524092783502823424,2014-10-20 07:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/bzoKuOrPLP
524085214222770176,2014-10-20 06:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/jbS0bVXcDe
524077699619651584,2014-10-20 06:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/8qWJ0oBMQ8
524070120407449600,2014-10-20 05:30:28,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/KXRII6A4dC
524062603090616320,2014-10-20 05:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/aQOrnel5hF
524055002982416386,2014-10-20 04:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/15G1wC3i74
524047535854583808,2014-10-20 04:00:43,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/gYB5oq1h3X
524039907644567552,2014-10-20 03:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/K5TxRxCz5M
524032396925362177,2014-10-20 03:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/ldurxF2cSc
524024823996223489,2014-10-20 02:30:28,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/F7qunaq1r3
524017493669847041,2014-10-20 02:01:20,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/WtmYQ3IfIy
524009707984674816,2014-10-20 01:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QoKWGP1d32
524002216609603584,2014-10-20 01:00:38,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/RrEtosVXeK
523994607739490305,2014-10-20 00:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/AE8j7OEKkc
523987147821707264,2014-10-20 00:00:45,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/vVqC5FxyZc
523979514108735488,2014-10-19 23:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/C5ZPVVypCC
523972089238519809,2014-10-19 23:00:55,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/bdfAsEUJIK
523964417596461056,2014-10-19 22:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/McDIQ0xEjE
523956910316613633,2014-10-19 22:00:36,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/VDwTZ0tq3E
523949310887886848,2014-10-19 21:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/WHLnDphR3O
523941804866289664,2014-10-19 21:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/wtCQDGw6M8
523934219803049986,2014-10-19 20:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/9WUXIXAQfq
523926793615843328,2014-10-19 20:00:56,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Rva7lzT538
523919104613568512,2014-10-19 19:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/qs3Qs7diuM
523911584524288001,2014-10-19 19:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/X5y8WzKQOl
523904004292902912,2014-10-19 18:30:22,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/n4Be88Eujt
523896623534190592,2014-10-19 18:01:03,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/5B4NT2game
523888937652457472,2014-10-19 17:30:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Qg6LpMaoHY
523881418771140609,2014-10-19 17:00:38,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/B8ZeHzvk0c
523873807191535616,2014-10-19 16:30:23,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/2SMmkAG28B
523866302390501376,2014-10-19 16:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/hvhNWpdTGW
523858704568164353,2014-10-19 15:30:22,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/KDclKqgFw2
523851186479587329,2014-10-19 15:00:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/JI07dvjm86
523843635524415488,2014-10-19 14:30:29,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/mKbGVgsScu
523836107226882048,2014-10-19 14:00:35,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/QecclYUMS1
523828539402235904,2014-10-19 13:30:30,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/D7TgfzwZkL
523820998114947074,2014-10-19 13:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/4DdTFj2CZY
523813412544188417,2014-10-19 12:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/VKuZzMU5Sk
523805907986423808,2014-10-19 12:00:34,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/O2nFZK7I1b
523798318380777472,2014-10-19 11:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/XwPY1JmyW9
523790803303682048,2014-10-19 11:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/ErRyadEkDJ
523783232702402560,2014-10-19 10:30:28,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/ZyfLqsjMy0
523775701720526848,2014-10-19 10:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/3RN2IuEgJg
523768115751301121,2014-10-19 09:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/KE1MHc2Kqc
523760604436529152,2014-10-19 09:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/OyzEhSTeLG
523753014902145025,2014-10-19 08:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/asXhY6CGlW
523745495895003137,2014-10-19 08:00:31,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/BBQrsx0b33
523737917962080256,2014-10-19 07:30:24,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/uNigryQOA3
523730422308802560,2014-10-19 07:00:37,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/mlSt9nXOXL
523722822125125632,2014-10-19 06:30:25,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/UO2Iz4VKVX
523715303638069248,2014-10-19 06:00:33,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/M34LYQIgC0
523707725906444288,2014-10-19 05:30:26,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/nNIUcqyuFQ
523700202075865088,2014-10-19 05:00:32,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 http://t.co/Ig6aqgHJeK
